,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,X....,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
4846,322,1,0,1,1,13,9,1,1,6,2,333,0,0.47,0,23,2,50,5,15,20,10,0,0,6,6,7,7,5,4,7,5,2,34,Anthropology,3,Kunitachi College of Music (in Japan),,,4,2,1,Tokyo and Texas,,,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,NA,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,4,9,7,7,6,1,10,NA,10,10,NA,8,10,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,65,15,5,5,5,0,60,10,15,0,15,0,40,0,30,0,30,10,50,10,10,0,20,2,8,8,6,4,3,8,6,6,5
4847,322,1,0,1,1,13,9,1,1,4,3,334,0,-0.17,1,29,4,40,10,15,10,10,15,0,6,7,6,6,6,6,6,7,2,34,Anthropology,3,Kunitachi College of Music (in Japan),,,4,2,1,Tokyo and Texas,,,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,NA,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,4,9,7,7,6,0,8,NA,10,10,NA,10,10,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,65,15,5,5,5,0,60,10,15,0,15,0,40,0,30,0,30,10,50,10,10,0,20,2,8,8,6,4,3,8,6,6,5
4849,322,1,0,1,1,13,9,1,1,5,5,336,0,0.48,0,25,3,20,15,30,10,15,10,0,6,8,8,8,8,1,2,1,2,34,Anthropology,3,Kunitachi College of Music (in Japan),,,4,2,1,Tokyo and Texas,,,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,NA,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,4,9,7,7,6,0,8,NA,10,10,NA,NA,8,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,65,15,5,5,5,0,60,10,15,0,15,0,40,0,30,0,30,10,50,10,10,0,20,2,8,8,6,4,3,8,6,6,5
4850,322,1,0,1,1,13,9,1,1,2,6,337,1,0.57,0,28,2,17,17,17,17,16,16,1,9,9,9,7,7,6,8,7,2,34,Anthropology,3,Kunitachi College of Music (in Japan),,,4,2,1,Tokyo and Texas,,,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,NA,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,4,9,7,7,6,1,8,NA,10,10,NA,8,9,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,65,15,5,5,5,0,60,10,15,0,15,0,40,0,30,0,30,10,50,10,10,0,20,2,8,8,6,4,3,8,6,6,5
4852,322,1,0,1,1,13,9,1,1,1,8,339,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,7,8,9,7,8,7,2,34,Anthropology,3,Kunitachi College of Music (in Japan),,,4,2,1,Tokyo and Texas,,,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,NA,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,4,9,7,7,6,1,10,NA,10,10,8,10,10,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,65,15,5,5,5,0,60,10,15,0,15,0,40,0,30,0,30,10,50,10,10,0,20,2,8,8,6,4,3,8,6,6,5
4853,322,1,0,1,1,13,9,1,1,8,9,340,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,8,5,6,5,5,4,2,34,Anthropology,3,Kunitachi College of Music (in Japan),,,4,2,1,Tokyo and Texas,,,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,NA,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,4,9,7,7,6,1,8,NA,10,8,NA,10,8,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,5,65,15,5,5,5,0,60,10,15,0,15,0,40,0,30,0,30,10,50,10,10,0,20,2,8,8,6,4,3,8,6,6,5
4854,323,2,0,3,1,13,9,5,5,1,1,332,1,0.33,1,30,4,60,10,10,10,5,5,1,8,10,9,7,8,8,8,7,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,1,6,7,8,8,6,6,6,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4856,323,2,0,3,1,13,9,5,5,7,3,334,0,-0.37,1,29,4,40,10,15,10,10,15,0,8,7,7,6,6,7,7,7,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,1,8,7,8,7,7,6,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4857,323,2,0,3,1,13,9,5,5,3,4,335,0,-0.06,0,24,2,20,10,20,20,15,15,1,8,8,8,6,8,5,8,6,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4858,323,2,0,3,1,13,9,5,5,8,5,336,0,0.49,0,25,3,20,15,30,10,15,10,0,6,5,4,3,4,2,3,1,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,0,6,7,7,6,6,6,6,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4859,323,2,0,3,1,13,9,5,5,5,6,337,0,-0.07,0,28,2,17,17,17,17,16,16,1,10,10,9,7,7,8,8,6,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,0,6,8,7,7,6,8,6,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4860,323,2,0,3,1,13,9,5,5,6,7,338,0,0.51,0,27,6,10,20,25,20,20,5,0,6,6,7,6,6,5,6,6,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,0,6,7,7,6,6,6,6,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4862,323,2,0,3,1,13,9,5,5,2,9,340,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,7,4,5,4,5,4,2,25,Instructional Tech & Media,5,"Fu Jen Catholic University, Taiwan",,,4,1,1,Taiwan,,,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,NA,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7,9,6,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,20,30,10,20,10,10,40,10,10,20,10,10,7,9,7,7,2,7,9,7,7,2,0,2,1,1,1,10,20,30,10,10,20,10,20,20,20,10,30,30,20,10,20,10,10,40,10,10,20,10,10,7,8,6,6,1,7,8,6,6,1
4863,324,3,0,5,1,13,9,4,4,1,1,332,1,0.04,0,30,4,60,10,10,10,5,5,1,10,10,9,10,10,10,10,10,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,1,10,10,6,5,1,3,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4864,324,3,0,5,1,13,9,4,4,9,2,333,0,-0.25,1,23,2,50,5,15,20,10,0,0,7,8,7,7,6,6,8,7,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,3,6,7,7,6,3,7,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865,324,3,0,5,1,13,9,4,4,7,3,334,0,-0.26,0,29,4,40,10,15,10,10,15,0,6,8,6,6,6,6,6,7,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,2,6,8,9,5,2,7,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4866,324,3,0,5,1,13,9,4,4,3,4,335,1,-0.12,1,24,2,20,10,20,20,15,15,1,6,7,7,7,NA,7,7,5,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,1,7,10,6,10,1,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4867,324,3,0,5,1,13,9,4,4,8,5,336,1,0.33,0,25,3,20,15,30,10,15,10,1,7,7,6,8,6,8,7,3,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,3,7,8,9,6,2,2,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868,324,3,0,5,1,13,9,4,4,5,6,337,0,0.15,1,28,2,17,17,17,17,16,16,0,6,6,7,7,6,5,5,5,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,1,7,9,7,6,1,3,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4870,324,3,0,5,1,13,9,4,4,4,8,339,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,7,9,7,7,9,6,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,3,7,9,6,7,9,7,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4871,324,3,0,5,1,13,9,4,4,2,9,340,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,8,10,7,9,8,7,2,23,School Psychology,3,Bucknell University,1290.00,25335.00,2,8,3,"Erie, PA",,,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,NA,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,1,8,9,9,9,9,9,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,NA,NA,NA,NA,NA,NA,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4872,325,4,0,7,1,13,9,6,6,2,1,332,0,0.37,0,30,4,60,10,10,10,5,5,0,5,10,9,10,8,8,7,5,2,30,School Psychology,3,Fordham University,1160.00,22170.00,3,2,4,New York,,,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,5,7,8,7,7,5,5,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4873,325,4,0,7,1,13,9,6,6,1,2,333,0,-0.05,0,23,2,50,5,15,20,10,0,0,5,8,7,7,6,6,8,6,2,30,School Psychology,3,Fordham University,1160.00,22170.00,3,2,4,New York,,,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,7,7,7,7,5,5,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4874,325,4,0,7,1,13,9,6,6,8,3,334,0,-0.18,0,29,4,40,10,15,10,10,15,0,7,8,8,8,7,7,8,8,2,30,School Psychology,3,Fordham University,1160.00,22170.00,3,2,4,New York,,,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,7,6,7,8,6,5,6,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4875,325,4,0,7,1,13,9,6,6,4,4,335,0,0.13,0,24,2,20,10,20,20,15,15,0,4,8,5,7,7,NA,5,4,2,30,School Psychology,3,Fordham University,1160.00,22170.00,3,2,4,New York,,,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,8,7,8,5,7,5,8,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4876,325,4,0,7,1,13,9,6,6,9,5,336,0,0.63,1,25,3,20,15,30,10,15,10,0,6,8,8,7,5,6,4,3,2,30,School Psychology,3,Fordham University,1160.00,22170.00,3,2,4,New York,,,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,6,7,6,8,5,5,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4877,325,4,0,7,1,13,9,6,6,6,6,337,1,0.37,0,28,2,17,17,17,17,16,16,1,10,9,9,10,8,9,9,6,2,30,School Psychology,3,Fordham University,1160.00,22170.00,3,2,4,New York,,,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,NA,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,7,9,8,7,8,1,6,8,8,7,7,7,5,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,10,20,20,10,10,30,30,10,10,20,10,20,30,10,10,20,10,20,7,8,8,6,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
