"iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total","total2"
315,1,2,14,14,295,0,0.14,1,30,2,10,18,20,16,16,20,0,7,7,8,6,0,0,7,7,2,27,5,2,1,4,"way too little space here. world citizen.",3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,1,7,7,9,7,4,3,6,4,2,1,NA,NA,3,6.67,19.05,42.86,9.52,14.29,7.62,6,10,8,6,7,28,37
315,1,2,14,4,306,1,-0.21,0,22,4,16,20,19,16,18,11,1,8,8,8,8,8,6,8,7,2,27,5,2,1,4,"way too little space here. world citizen.",3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,1,8,8,9,10,4,2,7,6,2,1,NA,NA,3,6.67,19.05,42.86,9.52,14.29,7.62,6,10,8,6,7,46,41
315,1,2,14,11,303,0,0.58,1,33,2,20,25,25,10,15,5,0,5,6,8,5,8,5,5,6,2,27,5,2,1,4,"way too little space here. world citizen.",3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,0,7,7,7,7,6,3,6,4,2,1,NA,NA,3,6.67,19.05,42.86,9.52,14.29,7.62,6,10,8,6,7,37,37
315,1,2,14,9,298,0,0.47,1,22,2,10,30,20,10,15,15,0,9,8,8,8,8,8,8,8,2,27,5,2,1,4,"way too little space here. world citizen.",3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,1,8,7,9,8,3,5,7,5,2,1,NA,NA,3,6.67,19.05,42.86,9.52,14.29,7.62,6,10,8,6,7,49,40
315,1,2,14,6,297,0,0.34,1,21,2,25,25,15,15,10,10,0,3,5,7,5,9,5,4,5,2,27,5,2,1,4,"way too little space here. world citizen.",3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,0,6,8,8,6,3,4,6,4,2,1,NA,NA,3,6.67,19.05,42.86,9.52,14.29,7.62,6,10,8,6,7,34,35
315,1,2,14,10,305,1,0.53,0,29,4,10,47,16,12,3,12,1,5,9,9,8,7,8,8,7,2,27,5,2,1,4,"way too little space here. world citizen.",3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7,1,9,8,8,6,4,5,7,6,2,1,NA,NA,3,6.67,19.05,42.86,9.52,14.29,7.62,6,10,8,6,7,46,40
316,1,2,14,9,296,1,0.24,1,28,2,15,20,35,15,5,10,1,9,8,8,9,8,8,8,8,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,6,8,8,8,7,5,6,6,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,50,42
316,1,2,14,6,306,0,-0.39,0,22,4,16,20,19,16,18,11,1,7,8,8,7,8,6,7,6,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,0,6,6,5,3,4,2,2,2,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,44,26
316,1,2,14,5,304,0,0.41,1,28,2,5,20,25,25,15,10,0,9,8,9,9,9,5,6,5,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,8,8,8,9,6,6,8,5,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,49,45
316,1,2,14,13,303,0,0.48,1,33,2,20,25,25,10,15,5,0,6,7,8,7,8,5,7,7,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,0,6,5,6,6,3,3,4,4,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,41,29
316,1,2,14,2,295,0,0.12,1,30,2,10,18,20,16,16,20,0,5,7,8,9,9,0,6,6,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,0,5,6,6,6,5,3,4,3,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,38,31
316,1,2,14,7,307,1,0.33,0,27,4,10,20,20,15,20,15,1,0,7,7,8,7,7,7,5,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,7,7,7,6,6,4,6,3,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,36,37
316,1,2,14,8,297,1,0.19,1,21,2,25,25,15,15,10,10,1,7,7,7,8,9,7,7,8,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,7,6,6,7,7,5,6,5,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,45,38
316,1,2,14,11,298,0,0.25,1,22,2,10,30,20,10,15,15,1,9,9,9,9,9,9,9,7,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,0,5,6,5,4,4,3,3,3,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,54,27
316,1,2,14,10,302,0,0.1,1,21,2,50,5,20,10,5,10,1,7,6,6,7,8,0,7,6,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,0,4,5,6,8,7,6,5,5,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,34,36
316,1,2,14,1,299,1,0.59,0,24,4,10,40,10,20,10,10,1,10,10,10,10,10,8,9,8,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,5,8,7,8,5,5,7,7,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,58,38
316,1,2,14,4,300,1,0.52,1,35,2,15,20,25,15,15,10,1,8,9,9,10,7,10,9,9,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,6,8,8,7,7,8,6,7,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,53,44
316,1,2,14,3,294,1,0.2,0,30,4,20,20,35,5,10,10,1,8,9,9,9,9,8,8,6,2,25,8,2,3,3,"Philadelphia",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,6,8,7,8,9,1,7,8,9,8,7,6,7,6,2,4,5,1,2,25,20,15,25,10,5,7,8,9,7,9,52,45
317,1,2,14,10,306,0,-0.1,0,22,4,16,20,19,16,18,11,1,7,8,8,8,8,6,8,6,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,0,7,10,7,6,4,5,6,7,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,45,39
317,1,2,14,14,302,0,0.12,1,21,2,50,5,20,10,5,10,0,7,10,0,0,10,0,6,6,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,0,4,7,8,6,7,4,5,7,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,27,36
317,1,2,14,3,303,0,0.56,1,33,2,20,25,25,10,15,5,0,7,7,7,9,8,7,7,6,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,1,7,7,9,8,7,9,7,7,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,45,47
317,1,2,14,4,301,0,0.67,1,34,2,20,20,20,20,10,10,1,9,8,8,10,5,5,8,5,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,0,4,10,10,8,5,5,6,8,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,45,42
317,1,2,14,13,296,1,0.14,1,28,2,15,20,35,15,5,10,1,8,10,8,9,8,8,8,7,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,1,5,10,9,9,9,6,7,7,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,51,48
317,1,2,14,9,304,1,0.61,1,28,2,5,20,25,25,15,10,1,7,7,8,10,7,8,9,5,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,1,8,6,8,8,8,7,8,6,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,47,45
317,1,2,14,11,307,1,0.31,0,27,4,10,20,20,15,20,15,1,7,6,7,8,5,7,7,6,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,1,7,7,7,6,8,9,7,7,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,40,44
317,1,2,14,7,294,0,0.5,0,30,4,20,20,35,5,10,10,0,8,8,7,7,7,5,7,5,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,1,8,7,9,7,7,7,8,7,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,42,45
317,1,2,14,12,297,0,0.45,1,21,2,25,25,15,15,10,10,1,8,8,7,7,9,8,7,7,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,0,8,4,6,4,6,4,5,5,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,47,32
317,1,2,14,6,295,0,0.19,1,30,2,10,18,20,16,16,20,1,8,6,0,9,0,0,8,6,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,0,4,7,7,4,7,4,5,6,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,23,33
317,1,2,14,8,300,0,0.79,1,35,2,15,20,25,15,15,10,1,10,9,10,10,9,9,10,9,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,0,4,7,8,5,6,5,6,6,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,57,35
317,1,2,14,2,305,0,0.46,0,29,4,10,47,16,12,3,12,0,8,5,8,9,7,3,7,7,2,30,8,2,1,1,"Italy",1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,7,3,8,8,5,1,8,9,9,8,5,5,7,9,2,5,5,1,3,40,0,20,20,0,20,7,4,8,8,7,40,44
318,1,2,14,1,301,0,0.15,0,34,2,20,20,20,20,10,10,1,5,10,10,5,10,2,6,6,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,0,7,7,7,6,7,6,7,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,42,40
318,1,2,14,10,296,0,-0.13,0,28,2,15,20,35,15,5,10,0,5,5,5,6,6,8,6,6,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,1,4,5,7,5,5,6,8,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,35,32
318,1,2,14,6,304,0,0.31,0,28,2,5,20,25,25,15,10,0,5,6,7,3,7,2,6,5,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,0,5,6,5,6,6,3,5,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,30,31
318,1,2,14,14,303,0,0.21,0,33,2,20,25,25,10,15,5,0,5,7,7,6,7,5,6,8,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,1,6,4,5,5,5,5,6,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,37,30
318,1,2,14,8,307,0,0.18,0,27,4,10,20,20,15,20,15,0,4,6,7,6,6,5,5,4,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,0,6,6,7,6,5,3,6,2,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,34,33
318,1,2,14,11,302,0,0.13,0,21,2,50,5,20,10,5,10,0,7,8,5,0,0,0,4,5,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,0,4,3,5,4,6,4,5,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,20,26
318,1,2,14,5,300,0,0.11,0,35,2,15,20,25,15,15,10,0,7,10,9,7,10,6,6,10,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,1,7,7,7,6,5,5,7,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,49,37
318,1,2,14,13,305,0,0.35,0,29,4,10,47,16,12,3,12,0,4,7,8,5,7,8,5,6,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,0,5,6,5,6,5,4,5,2,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,39,31
318,1,2,14,4,294,0,-0.25,0,30,4,20,20,35,5,10,10,0,3,8,8,5,7,5,7,2,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,1,6,7,7,6,5,5,6,3,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,36,36
318,1,2,14,12,298,0,-0.07,0,22,2,10,30,20,10,15,15,0,6,7,8,6,7,5,6,6,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,1,5,6,7,6,6,5,6,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,39,35
318,1,2,14,9,297,0,0.02,0,21,2,25,25,15,15,10,10,0,3,8,8,7,9,9,6,8,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,1,7,7,6,6,7,5,8,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,44,38
318,1,2,14,3,295,0,0.04,0,30,2,10,18,20,16,16,20,0,5,9,8,8,8,8,8,5,2,29,8,6,1,1,"Ottawa, Canada",2,6,1,7,8,4,8,6,4,5,7,7,7,7,6,7,8,5,8,7,6,6,40,30,10,8,2,10,6,10,6,10,10,0,6,6,6,6,4,7,7,1,2,0,NA,NA,3,40,30,10,8,2,10,6,10,10,6,10,46,35
319,1,2,14,2,296,1,-0.17,1,28,2,15,20,35,15,5,10,1,7,9,9,6,5,5,6,8,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,6,9,7,6,6,8,8,7,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,41,42
319,1,2,14,9,295,0,-0.02,1,30,2,10,18,20,16,16,20,0,4,8,0,5,0,0,5,6,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,0,6,9,7,6,6,7,6,6,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,17,41
319,1,2,14,3,302,0,0.37,1,21,2,50,5,20,10,5,10,0,2,10,8,5,0,0,3,6,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,0,7,8,7,6,8,5,6,5,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,25,41
319,1,2,14,12,304,0,-0.27,1,28,2,5,20,25,25,15,10,0,3,6,5,5,6,0,5,4,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,0,6,6,6,9,8,8,7,7,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,25,43
319,1,2,14,10,294,0,-0.38,0,30,4,20,20,35,5,10,10,0,2,8,7,8,7,7,5,1,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,10,9,9,8,7,8,8,7,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,39,51
319,1,2,14,1,297,1,-0.36,1,21,2,25,25,15,15,10,10,1,3,10,10,8,9,10,7,10,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,9,9,7,8,9,8,9,9,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,50,50
319,1,2,14,8,299,0,-0.15,0,24,4,10,40,10,20,10,10,0,7,8,8,8,8,8,8,7,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,7,9,8,10,9,9,8,8,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,47,52
319,1,2,14,14,307,0,-0.01,0,27,4,10,20,20,15,20,15,0,3,8,6,7,5,5,6,6,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,9,9,7,7,5,6,8,6,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,34,43
319,1,2,14,6,303,0,0.04,1,33,2,20,25,25,10,15,5,0,3,6,5,5,5,4,4,7,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,9,7,8,9,8,10,8,5,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,28,51
319,1,2,14,11,300,1,-0.03,1,35,2,15,20,25,15,15,10,1,8,10,10,10,9,10,9,9,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,1,6,8,9,8,9,8,7,7,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,57,48
319,1,2,14,7,301,0,-0.11,1,34,2,20,20,20,20,10,10,0,5,6,10,5,6,6,4,5,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,0,5,6,7,8,9,10,6,5,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,38,45
319,1,2,14,5,305,0,-0.26,0,29,4,10,47,16,12,3,12,0,4,6,7,5,9,6,6,7,2,26,9,2,2,4,"New Jersey",6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,5,10,6,9,3,0,6,8,6,5,8,6,7,7,2,2,10,1,3,30,20,15,20,5,10,6,8,9,10,6,37,39
320,1,2,14,11,306,0,0.2,0,22,4,16,20,19,16,18,11,0,6,6,7,6,6,5,5,5,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,6,7,4,4,4,0,5,1,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,36,25
320,1,2,14,10,304,0,0.49,1,28,2,5,20,25,25,15,10,0,5,6,7,3,7,3,5,5,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,5,7,6,5,5,0,5,3,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,31,28
320,1,2,14,1,302,0,-0.35,1,21,2,50,5,20,10,5,10,0,6,9,8,6,8,0,4,7,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,5,8,6,10,5,0,9,5,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,37,34
320,1,2,14,2,298,0,0.25,1,22,2,10,30,20,10,15,15,0,6,7,7,6,7,5,6,6,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,6,10,7,5,5,0,8,5,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,38,33
320,1,2,14,8,294,0,0.25,0,30,4,20,20,35,5,10,10,0,4,5,7,5,7,9,6,2,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,1,10,8,10,7,9,0,7,5,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,37,44
320,1,2,14,13,297,0,0.47,1,21,2,25,25,15,15,10,10,0,3,7,7,6,8,7,4,7,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,6,10,7,5,5,0,8,1,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,38,33
320,1,2,14,7,295,0,0.35,1,30,2,10,18,20,16,16,20,0,5,9,8,5,0,0,7,5,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,5,7,7,5,5,0,3,2,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,27,29
320,1,2,14,5,301,0,0.63,1,34,2,20,20,20,20,10,10,0,5,6,10,4,10,5,5,5,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,7,8,9,2,9,0,5,1,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,40,35
320,1,2,14,14,296,0,-0.13,1,28,2,15,20,35,15,5,10,0,5,5,5,5,5,5,5,3,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,5,8,8,5,7,0,6,1,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,30,33
320,1,2,14,12,307,0,0.48,0,27,4,10,20,20,15,20,15,0,5,6,6,5,4,4,5,4,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,6,8,8,4,6,0,5,2,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,30,32
320,1,2,14,4,303,0,0.8,1,33,2,20,25,25,10,15,5,0,5,8,9,7,8,7,6,8,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,7,7,7,5,5,0,5,2,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,44,31
320,1,2,14,3,305,0,0.45,0,29,4,10,47,16,12,3,12,0,7,7,7,5,5,5,6,6,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,8,2,9,5,9,0,5,1,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,36,33
320,1,2,14,6,299,0,0.55,0,24,4,10,40,10,20,10,10,0,7,9,9,7,7,4,6,5,2,36,7,2,6,8,"Pennsylvania",4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,6,20,16,16,16,16,16,8,8,9,9,7,0,6,10,8,6,5,0,6,1,2,2,1,3,3,25,20,20,10,10,15,8,9,10,7,7,43,35
321,1,2,14,2,307,0,0.4,0,27,4,10,20,20,15,20,15,0,4,7,8,5,8,5,7,3,2,29,8,2,3,3,"France  / New York",1,5,1,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,6,30,15,15,20,10,10,6,8,7,7,8,0,6,8,7,8,7,7,7,5,2,0,NA,NA,3,30,15,15,20,10,10,6,8,7,7,8,37,43
