"iid","gender","condtn","round","order","pid","match","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","field_cd","race","from","career_c","shar1_1","attr","sinc","intel","fun","amb","shar","like","prob","match_es","shar1_2","attr3_2","cult","outside"
274,"1","2",21,16,259,"0",12,5,6,7,5,5,3,4,3,"3","3","South America","2",10,8,7,8,5,6,5,5,2,4,10,7,7.28571428571429,7.66666666666667
274,"1","2",21,19,253,"1",20,6,7,7,7,7,8,7,7,"3","3","South America","2",10,5,6,8,7,7,8,6,7,4,10,7,7.28571428571429,7.66666666666667
275,"1","2",21,2,271,"0",10,6,4,5,5,4,4,5,5,"5","2","Asia","7",25,7,5,6,6,6,5,6,6,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,20,255,"0",16.6666666666667,6,6,7,6,7,6,6,6,"5","2","Asia","7",25,5,5,6,5,5,5,5,5,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,10,261,"1",10,8,8,8,8,7,7,7,5,"5","2","Asia","7",25,6,6,7,5,6,7,6,6,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,7,267,"0",15,6,5,7,4,7,4,5,6,"5","2","Asia","7",25,5,6,7,5,6,5,5,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,21,263,"0",10,5,10,9,7,7,7,8,1,"5","2","Asia","7",25,6,6,7,5,7,7,7,6,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,4,252,"0",0,7,6,9,4,9,3,2,4,"5","2","Asia","7",25,7,8,8,6,6,7,7,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,5,265,"0",10,8,6,10,5,6,8,6,1,"5","2","Asia","7",25,6,6,7,4,5,7,6,5,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,1,264,"0",20,5,6,7,5,8,5,5,6,"5","2","Asia","7",25,5,8,7,7,5,6,5,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,12,258,"0",13,6,8,7,5,4,2,5,6,"5","2","Asia","7",25,7,6,6,5,6,7,8,6,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,14,256,"0",10,6,6,7,4,6,5,6,5,"5","2","Asia","7",25,6,5,7,6,5,6,6,6,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,3,262,"0",10,6,8,8,5,8,5,5,4,"5","2","Asia","7",25,4,7,8,5,8,7,5,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,16,268,"0",5,8,7,7,6,0,0,7,5,"5","2","Asia","7",25,9,7,8,7,8,6,9,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,17,266,"0",10,5,0,5,3,7,0,2,2,"5","2","Asia","7",25,6,6,8,6,6,8,7,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,9,270,"0",18,5,8,7,5,6,4,5,5,"5","2","Asia","7",25,7,6,8,6,7,8,8,7,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,8,259,"0",12,7,8,8,5,8,4,5,4,"5","2","Asia","7",25,0,0,0,0,0,0,2,2,8,20,10,5.71428571428571,8.66666666666667
275,"1","2",21,6,269,"0",10,6,7,8,4,10,4,4,4,"5","2","Asia","7",25,8,6,7,5,7,8,8,7,8,20,10,5.71428571428571,8.66666666666667
276,"1","2",21,16,262,"0",10,7,7,8,8,7,6,7,5,"10","2","east","2",10,5,6,7,3,6,6,6,3,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,19,269,"0",10,6,8,9,6,8,3,8,8,"10","2","east","2",10,9,10,8,9,7,8,9,9,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,10,257,"0",10,3,5,6,6,6,2,6,2,"10","2","east","2",10,6,5,4,5,3,6,5,4,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,15,271,"0",10,4,4,7,4,4,5,4,4,"10","2","east","2",10,7,4,4,9,8,8,8,7,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,18,265,"0",10,6,5,8,4,6,8,8,2,"10","2","east","2",10,3,4,6,2,3,4,3,3,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,5,272,"0",0,6,8,9,7,8,6,6,7,"10","2","east","2",10,7,6,5,6,8,6,6,3,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,6,256,"0",10,6,5,6,7,6,5,6,7,"10","2","east","2",10,7,8,9,7,8,8,8,7,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,1,270,"1",18,7,7,8,7,6,8,7,6,"10","2","east","2",10,7,9,8,7,5,5,7,7,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,14,264,"0",20,5,6,7,6,6,6,6,5,"10","2","east","2",10,8,9,6,8,5,7,9,8,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,9,266,"0",10,4,6,7,5,4,1,4,6,"10","2","east","2",10,9,9,6,5,4,3,7,2,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,4,258,"1",13,7,10,10,6,3,9,8,8,"10","2","east","2",10,6,10,9,8,8,5,7,5,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,21,259,"0",12,7,2,8,8,5,7,8,3,"10","2","east","2",10,10,10,10,10,10,10,10,10,9,15,7,4.85714285714286,6.33333333333333
276,"1","2",21,17,252,"0",0,2,4,5,5,5,1,3,3,"10","2","east","2",10,6,9,8,7,9,8,8,7,9,15,7,4.85714285714286,6.33333333333333
277,"1","2",21,21,267,"0",15,6,6,5,5,6,6,6,6,"10","2","east","2",0,6,8,7,7,8,0,6,1,2,10,4,5.85714285714286,6
277,"1","2",21,7,256,"0",10,6,6,6,6,7,4,5,6,"10","2","east","2",0,7,7,7,7,0,0,7,2,2,10,4,5.85714285714286,6
277,"1","2",21,8,260,"1",15,9,9,10,10,8,3,9,10,"10","2","east","2",0,7,8,8,8,0,0,8,10,2,10,4,5.85714285714286,6
277,"1","2",21,17,262,"0",10,8,7,8,7,6,7,8,4,"10","2","east","2",0,5,5,5,5,0,0,5,1,2,10,4,5.85714285714286,6
277,"1","2",21,19,265,"0",10,5,6,6,5,6,4,7,2,"10","2","east","2",0,5,8,7,5,9,3,6,2,2,10,4,5.85714285714286,6
277,"1","2",21,10,266,"0",10,4,8,6,4,3,0,5,2,"10","2","east","2",0,7,7,7,7,0,0,6,2,2,10,4,5.85714285714286,6
277,"1","2",21,11,257,"0",10,5,6,6,6,6,7,6,3,"10","2","east","2",0,7,6,6,6,0,8,7,2,2,10,4,5.85714285714286,6
277,"1","2",21,20,269,"0",10,8,7,7,6,7,7,8,7,"10","2","east","2",0,7,8,7,8,0,2,7,2,2,10,4,5.85714285714286,6
277,"1","2",21,14,263,"0",10,8,8,8,8,8,0,7,0,"10","2","east","2",0,6,8,7,8,0,3,8,1,2,10,4,5.85714285714286,6
277,"1","2",21,16,271,"0",10,6,5,7,5,6,5,6,4,"10","2","east","2",0,6,6,6,8,0,0,6,2,2,10,4,5.85714285714286,6
277,"1","2",21,4,253,"0",20,7,7,8,8,7,5,8,7,"10","2","east","2",0,5,7,7,5,6,0,6,1,2,10,4,5.85714285714286,6
277,"1","2",21,5,258,"1",13,8,9,10,5,4,9,7,6,"10","2","east","2",0,8,7,8,8,0,0,8,3,2,10,4,5.85714285714286,6
277,"1","2",21,3,261,"1",10,8,8,8,8,7,6,8,7,"10","2","east","2",0,6,7,7,7,0,7,7,2,2,10,4,5.85714285714286,6
277,"1","2",21,9,268,"1",5,7,8,9,6,0,7,7,5,"10","2","east","2",0,9,8,8,8,8,0,8,4,2,10,4,5.85714285714286,6
278,"1","2",21,9,271,"0",10,4,4,6,4,4,2,4,4,"5","2","east","2",5,5,5,7,5,8,2,5,4,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,20,272,"0",0,5,4,10,6,10,6,7,7,"5","2","east","2",5,7,7,7,4,5,2,5,2,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,10,262,"0",10,6,8,8,8,8,3,7,3,"5","2","east","2",5,5,5,6,7,7,2,6,5,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,11,252,"0",0,1,2,8,1,8,1,2,8,"5","2","east","2",5,7,7,8,7,8,8,8,5,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,18,253,"0",20,5,6,6,5,7,6,6,5,"5","2","east","2",5,5,7,7,5,8,3,5,3,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,6,255,"0",16.6666666666667,5,5,5,5,5,5,5,5,"5","2","east","2",5,7,6,5,5,5,2,5,3,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,3,266,"0",10,4,7,9,3,5,0,5,6,"5","2","east","2",5,8,7,8,8,8,3,7,7,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,12,265,"0",10,5,6,6,5,5,7,6,3,"5","2","east","2",5,5,5,7,5,5,8,6,5,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,13,269,"0",10,5,8,9,6,8,3,6,7,"5","2","east","2",5,5,6,8,7,9,2,5,5,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,21,256,"0",10,4,7,7,4,6,6,6,6,"5","2","east","2",5,8,7,8,7,8,3,7,5,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,1,260,"0",15,6,8,7,7,5,4,5,5,"5","2","east","2",5,5,5,5,3,5,5,5,2,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,8,264,"0",20,3,6,7,7,7,3,6,3,"5","2","east","2",5,3,5,7,5,5,2,5,4,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,16,270,"0",18,5,6,5,4,5,6,5,4,"5","2","east","2",5,6,6,6,7,8,2,5,3,3,5,9,7.85714285714286,6.33333333333333
278,"1","2",21,4,257,"0",10,2,7,8,5,8,0,3,0,"5","2","east","2",5,5,5,5,5,5,0,5,4,3,5,9,7.85714285714286,6.33333333333333
279,"1","2",21,16,267,"0",15,6,5,5,5,5,5,5,6,"10","2","west","2",10,6,7,8,4,5,4,4,6,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,2,256,"1",10,8,7,7,6,7,7,8,7,"10","2","west","2",10,7,7,8,6,9,6,6,6,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,12,262,"0",10,7,7,8,7,6,4,7,2,"10","2","west","2",10,6,8,9,3,7,4,5,3,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,11,271,"0",10,7,6,7,6,6,6,6,6,"10","2","west","2",10,9,7,6,4,6,3,4,5,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,7,254,"0",10,9,8,8,6,8,4,8,5,"10","2","west","2",10,6,5,8,7,8,4,3,6,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,18,270,"1",18,6,6,6,5,5,5,6,6,"10","2","west","2",10,7,8,9,8,7,4,5,5,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,13,252,"0",0,4,2,5,1,8,7,6,8,"10","2","west","2",10,6.5,8,9,10,8,4,3,6,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,20,253,"0",20,7,6,7,7,8,6,7,6,"10","2","west","2",10,4,7,7,4,6,4,3,4,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,6,257,"0",10,6,6,7,7,7,8,6,4,"10","2","west","2",10,8,8,7,7,5,4,4,4,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,9,263,"0",10,9,9,8,9,7,5,8,2,"10","2","west","2",10,8,8,8,9,6,4,8,4,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,17,259,"0",12,5,1,8,4,5,2,5,1,"10","2","west","2",10,9,1,6,3,4,2,1,1,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,19,261,"0",10,8,6,8,8,8,5,6,5,"10","2","west","2",10,7,8,10,9,7,8,4,1,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,4,268,"1",5,9.5,9,9,8,9,8,9,7,"10","2","west","2",10,8,9,9,8,9,6,8,8,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,3,260,"0",15,9,7,8,9,8,0,6,5,"10","2","west","2",10,6,7,8,8,7,5,5,3,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,5,266,"0",10,7,9,9,6,5,3,6,7,"10","2","west","2",10,8,7,8,7,7,4,6.5,6.5,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,21,258,"0",13,5,6,10,8,7,7,7,4,"10","2","west","2",10,7,6,8,7,5,4,4,3,4,9.52380952380952,8,3.71428571428571,4
279,"1","2",21,1,272,"0",0,8,9,8,8,7,7,8,8,"10","2","west","2",10,7,9,5,7,6,5,7,3,4,9.52380952380952,8,3.71428571428571,4
280,"1","2",21,4,265,"0",10,8,10,10,5,8,4,9,3,"10","2","EU","2",5,3,7,8,3,8,3,4,2,1,5,5,5.57142857142857,6
280,"1","2",21,21,264,"1",20,5,7,8,7,5,6,6,6,"10","2","EU","2",5,7,7,7,8,7,7,8,5,1,5,5,5.57142857142857,6
280,"1","2",21,7,259,"0",12,5,7,8,5,5,2,5,3,"10","2","EU","2",5,7,7,9,7,8,6,6,2,1,5,5,5.57142857142857,6
280,"1","2",21,20,263,"0",10,6,9,9,9,7,3,8,5,"10","2","EU","2",5,6,7,8,8,7,5,7,3,1,5,5,5.57142857142857,6
280,"1","2",21,17,257,"0",10,3,4,6,5,5,6,3,2,"10","2","EU","2",5,6,6,6,6,5,7,5,2,1,5,5,5.57142857142857,6
280,"1","2",21,11,258,"1",13,5,9,8,7,0,8,7,5,"10","2","EU","2",5,8,8,8,9,6,6,9,3,1,5,5,5.57142857142857,6
280,"1","2",21,10,253,"0",20,5,6,7,4,5,6,5,5,"10","2","EU","2",5,2,7,7,3,7,2,4,4,1,5,5,5.57142857142857,6
280,"1","2",21,8,270,"1",18,6,7,8,7,6,6,7,6,"10","2","EU","2",5,8,7,8,8,7,7,8,4,1,5,5,5.57142857142857,6
280,"1","2",21,13,256,"0",10,6,7,7,6,5,7,6,7,"10","2","EU","2",5,7,8,8,7,7,6,7,3,1,5,5,5.57142857142857,6
280,"1","2",21,19,255,"0",16.6666666666667,6,6,7,6,7,5,6,5,"10","2","EU","2",5,8,7,8,5,6,7,6,2,1,5,5,5.57142857142857,6
280,"1","2",21,2,262,"0",10,6,9,9,7,6,6,7,6,"10","2","EU","2",5,3,7,7,5,7,4,4,5,1,5,5,5.57142857142857,6
280,"1","2",21,15,268,"0",5,5,8,8,7,7,5,8,5,"10","2","EU","2",5,6,7,7,7,7,7,7,2,1,5,5,5.57142857142857,6
280,"1","2",21,12,272,"0",0,2,4,8,1,6,6,3,8,"10","2","EU","2",5,6,6,6,6,7,5,5,2,1,5,5,5.57142857142857,6
280,"1","2",21,5,269,"0",10,5,9,9,8,8,8,8,8,"10","2","EU","2",5,8,8,8,8,7,6,8,5,1,5,5,5.57142857142857,6
280,"1","2",21,1,271,"0",10,5,4,8,4,4,6,5,5,"10","2","EU","2",5,6,6,6,5,4,5,6,3,1,5,5,5.57142857142857,6
280,"1","2",21,18,254,"0",10,5,5,7,3,6,3,5,5,"10","2","EU","2",5,3,7,8,6,6,6,3,1,1,5,5,5.57142857142857,6
281,"1","2",21,11,256,"0",10,6,5,7,5,6,5,6,6,"3","2","Asia","2",20,7,5,7,3,10,2,3,2,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,4,267,"0",15,4,6,7,3,4,4,5,6,"3","2","Asia","2",20,5,5,6,7,8,3,3,1,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,7,261,"0",10,6,8,9,6,6,5,6,5,"3","2","Asia","2",20,3,7,9,3,5,3,5,5,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,6,270,"1",18,6,6,7,5,5,6,6,7,"3","2","Asia","2",20,7,9,10,6,9,9,8,7,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,9,258,"0",13,5,6,10,2,3,3,4,3,"3","2","Asia","2",20,5,7,6,6,7,4,7,6,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,12,260,"0",15,4,7,7,4,6,5,5,5,"3","2","Asia","2",20,6,7,9,5,9,5,6,2,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,8,253,"0",20,7,7,7,7,6,8,7,7,"3","2","Asia","2",20,3,6,8,4,5,4,4,2,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,1,252,"0",0,4,6,8,6,6,10,4,8,"3","2","Asia","2",20,10,8,8,8,5,5,8,6,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,13,268,"0",5,5,6,7,5,5,4,5,5,"3","2","Asia","2",20,10,8,8,8,10,5,8,4,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,16,254,"0",10,6,3,4,2,4,2,3,3,"3","2","Asia","2",20,6,5,7,6,5,5,7,4,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,14,266,"0",10,4,7,9,3,0,5,4,5,"3","2","Asia","2",20,9,10,10,8,7,8,9,6,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,19,264,"0",20,4,4,6,3,6,5,3,3,"3","2","Asia","2",20,5,4,6,3,3,2,4,1,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,5,259,"0",12,7,8,8,5,7,6,7,6,"3","2","Asia","2",20,5,5,7,4,9,8,6,7,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,10,272,"0",0,7,6,9,7,9,8,6,9,"3","2","Asia","2",20,9,6,3,6,5,4,6,5,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,15,257,"0",10,3,5,6,4,6,7,3,2,"3","2","Asia","2",20,6,7,5,5,6,7,8,6,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,17,255,"0",16.6666666666667,6,6,7,6,7,6,6,6,"3","2","Asia","2",20,5,4,4,3,5,2,6,3,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,21,262,"0",10,6,7,8,7,6,7,7,4,"3","2","Asia","2",20,6,7,7,5,3,4,8,4,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,20,271,"0",10,4,5,6,3,4,4,5,4,"3","2","Asia","2",20,5,6,7,4,6,2,4,2,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,3,269,"0",10,6,6,10,5,10,5,6,7,"3","2","Asia","2",20,8,10,10,7,7,8,9,5,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,18,263,"0",10,7,4,9,6,7,3,7,3,"3","2","Asia","2",20,6,7,9,7,8,6,8,6,3,20,6,5.42857142857143,7.33333333333333
281,"1","2",21,2,265,"1",10,9,6,9,3,6,2,8,3,"3","2","Asia","2",20,6,8,8,5,3,3,5,3,3,20,6,5.42857142857143,7.33333333333333
282,"1","2",21,21,252,"0",0,1,2,5,7,5,1,1,4,"5","1","east","7",10,7,7,7,7,8,7,7,2,10,10,7,6,4.66666666666667
282,"1","2",21,3,267,"0",15,6,5,6,6,7,7,6,6,"5","1","east","7",10,8,8,8,8,0,8,8,7,10,10,7,6,4.66666666666667
282,"1","2",21,8,258,"1",13,7,9,9,8,6,0,7,5,"5","1","east","7",10,8,8,8,8,8,7,8,6,10,10,7,6,4.66666666666667
282,"1","2",21,15,254,"0",10,7,6,5,7,5,2,6,5,"5","1","east","7",10,7,7,7,7,7,5,7,5,10,10,7,6,4.66666666666667
282,"1","2",21,2,269,"0",10,6,8,5,7,6,5,4,5,"5","1","east","7",10,8,0,8,8,0,0,7,7,10,10,7,6,4.66666666666667
282,"1","2",21,14,257,"0",10,7,7,7,7,7,6,6,5,"5","1","east","7",10,8,8,8,8,8,7,7,6,10,10,7,6,4.66666666666667
282,"1","2",21,11,260,"1",15,7,8,6,8,7,7,8,5,"5","1","east","7",10,10,9,9,9,9,9,10,6,10,10,7,6,4.66666666666667
282,"1","2",21,7,253,"0",20,7,7,7,7,7,7,7,6,"5","1","east","7",10,6,6,9,6,0,6,7,2,10,10,7,6,4.66666666666667
282,"1","2",21,1,265,"0",10,9,8,8,8,6,2,8,2,"5","1","east","7",10,7,7,7,0,7,0,7,2,10,10,7,6,4.66666666666667
282,"1","2",21,18,264,"1",20,8,8,7,5,5,6,6,5,"5","1","east","7",10,7,7,7,7,7,7,7,3,10,10,7,6,4.66666666666667
282,"1","2",21,10,256,"1",10,6,8,6,7,6,5,7,7,"5","1","east","7",10,8,7,7,7,7,7,7,7,10,10,7,6,4.66666666666667
282,"1","2",21,16,255,"0",16.6666666666667,6,7,7,7,7,6,7,6,"5","1","east","7",10,6,7,7,5,5,5,5,2,10,10,7,6,4.66666666666667
282,"1","2",21,6,261,"0",10,5,7,8,8,8,5,6,5,"5","1","east","7",10,7,7,7,7,7,0,7,3,10,10,7,6,4.66666666666667
282,"1","2",21,5,270,"1",18,6,7,6,7,5,6,6,5,"5","1","east","7",10,9,9,9,9,9,9,8,7,10,10,7,6,4.66666666666667
282,"1","2",21,4,259,"0",12,7,7,8,8,6,4,7,5,"5","1","east","7",10,7,7,7,7,7,0,7,3,10,10,7,6,4.66666666666667
282,"1","2",21,9,272,"0",0,6,7,9,8,8,7,6,7,"5","1","east","7",10,9,9,8,8,7,7,8,4,10,10,7,6,4.66666666666667
282,"1","2",21,19,271,"1",10,7,7,7,7,5,6,7,5,"5","1","east","7",10,8,8,8,8,8,8,8,5,10,10,7,6,4.66666666666667
283,"1","2",21,17,264,"0",20,4,8,8,8,6,4,6,3,"5","4","east","7",10,10,10,10,10,10,10,10,10,1,10,9,4,6.33333333333333
283,"1","2",21,13,257,"0",10,4,7,9,6,9,6,6,5,"5","4","east","7",10,10,10,10,10,10,10,9,6,1,10,9,4,6.33333333333333
283,"1","2",21,11,268,"0",5,5,7,8,6,5,5,6,8,"5","4","east","7",10,10,10,10,10,10,10,10,10,1,10,9,4,6.33333333333333
283,"1","2",21,6,253,"0",20,4,8,8,5,6,4,5,5,"5","4","east","7",10,3,3,3,6,6,1,1,1,1,10,9,4,6.33333333333333
283,"1","2",21,12,266,"0",10,2,7,7,10,5,0,6,7,"5","4","east","7",10,10,10,10,10,10,10,10,10,1,10,9,4,6.33333333333333
283,"1","2",21,2,267,"0",15,3,7,7,5,5,4,5,7,"5","4","east","7",10,5,5,5,5,5,5,1,1,1,10,9,4,6.33333333333333
283,"1","2",21,4,270,"0",18,5,7,7,5,6,5,6,5,"5","4","east","7",10,5,5,9,5,9,9,6,9,1,10,9,4,6.33333333333333
283,"1","2",21,20,252,"0",0,6,1,5,1,1,1,1,2,"5","4","east","7",10,9,9,9,9,9,9,9,9,1,10,9,4,6.33333333333333
283,"1","2",21,1,269,"1",10,7,10,7,6,9,3,7,9,"5","4","east","7",10,8,8,9,9,9,9,6,9,1,10,9,4,6.33333333333333
283,"1","2",21,19,262,"0",10,6,7,7,7,7,5,7,6,"5","4","east","7",10,10,10,10,10,10,10,10,10,1,10,9,4,6.33333333333333
283,"1","2",21,18,271,"0",10,4,6,5,4,5,4,4,6,"5","4","east","7",10,10,9,9,9,9,9,9,9,1,10,9,4,6.33333333333333
283,"1","2",21,9,256,"0",10,5,7,6,4,5,4,5,8,"5","4","east","7",10,9,9,9,9,9,9,6,6,1,10,9,4,6.33333333333333
283,"1","2",21,21,265,"0",10,0,0,0,0,0,0,3,4,"5","4","east","7",10,10,10,10,10,10,10,10,10,1,10,9,4,6.33333333333333
283,"1","2",21,3,259,"0",12,6,9,9,5,7,2,6,5,"5","4","east","7",10,10,9,9,9,9,9,9,9,1,10,9,4,6.33333333333333
283,"1","2",21,15,255,"0",16.6666666666667,6,7,7,6,7,6,6,6,"5","4","east","7",10,9,9,9,9,9,9,9,6,1,10,9,4,6.33333333333333
283,"1","2",21,14,254,"0",10,6,6,6,5,5,5,5,7,"5","4","east","7",10,10,10,10,10,10,10,9,9,1,10,9,4,6.33333333333333
284,"1","2",21,18,255,"0",16.6666666666667,6,7,7,6,7,6,6,6,"8","2","EU","6",0,7,7,0,8,0,0,8,5,2,0,8,8,7
284,"1","2",21,11,272,"0",0,3,4,6,5,6,5,4,6,"8","2","EU","6",0,5,6,0,6,0,0,6,4,2,0,8,8,7
284,"1","2",21,5,267,"0",15,3,6,6,6,7,6,5,6,"8","2","EU","6",0,7,7,0,6,0,0,7,3,2,0,8,8,7
284,"1","2",21,2,252,"0",0,2,4,4,1,7,2,3,4,"8","2","EU","6",0,7,7,0,7,0,0,7,3,2,0,8,8,7
284,"1","2",21,7,270,"0",18,5,7,7,6,5,6,6,6,"8","2","EU","6",0,6,6,0,6,0,6,7,3,2,0,8,8,7
284,"1","2",21,15,266,"0",10,6,6,7,8,5,5,6,5,"8","2","EU","6",0,6,8,0,7,0,0,7,5,2,0,8,8,7
284,"1","2",21,4,269,"0",10,6,8,8,7,7,4,6,5,"8","2","EU","6",0,5,6,0,6,0,6,7,4,2,0,8,8,7
284,"1","2",21,12,256,"0",10,7,7,7,7,7,6,6,7,"8","2","EU","6",0,7,6,0,6,6,7,8,4,2,0,8,8,7
284,"1","2",21,16,257,"0",10,6,7,8,8,7,8,7,5,"8","2","EU","6",0,7,7,0,8,0,7,7,5,2,0,8,8,7
284,"1","2",21,8,261,"0",10,3,5,6,5,4,3,6,5,"8","2","EU","6",0,6,8,8,5,6,0,6,3,2,0,8,8,7
284,"1","2",21,17,254,"0",10,6,3,5,3,3,3,4,3,"8","2","EU","6",0,3,4,0,4,7,0,3,1,2,0,8,8,7
284,"1","2",21,19,263,"0",10,6,10,9,6,8,3,6,2,"8","2","EU","6",0,6,6,0,6,0,0,7,4,2,0,8,8,7
284,"1","2",21,21,271,"0",10,5,3,4,3,4,4,4,4,"8","2","EU","6",0,5,5,0,5,0,0,3,1,2,0,8,8,7
284,"1","2",21,3,265,"0",10,8,8,8,4,6,2,8,2,"8","2","EU","6",0,4,6,0,3,3,0,4,1,2,0,8,8,7
284,"1","2",21,20,264,"0",20,7,8,8,6,6,5,6,6,"8","2","EU","6",0,6,6,0,4,0,0,6,3,2,0,8,8,7
284,"1","2",21,14,268,"0",5,8,8,7,6,8,0,7,5,"8","2","EU","6",0,7,7,0,6,0,0,7,5,2,0,8,8,7
284,"1","2",21,10,258,"1",13,6,10,9,9,4,5,6,5,"8","2","EU","6",0,7,7,7,9,0,0,8,4,2,0,8,8,7
285,"1","2",21,20,270,"0",18,4,5,5,4,5,4,5,4,"5","6","east","7",5,6,6,6,6,6,6,6,6,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,14,262,"0",10,6,8,8,8,6,5,8,4,"5","6","east","7",5,7,7,7,7,7,7,7,7,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,4,256,"0",10,7,8,7,6,7,6,6,7,"5","6","east","7",5,6,6,6,6,6,6,6,6,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,5,260,"1",15,6,9,7,7,6,5,7,4,"5","6","east","7",5,6,6,6,6,6,6,6,6,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,11,263,"0",10,6,10,8,7,8,6,7,6,"5","6","east","7",5,6,6,6,6,6,6,6,6,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,16,265,"0",10,5,6,8,2,5,2,7,2,"5","6","east","7",5,7,7,7,7,7,7,7,7,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,18,267,"0",15,3,6,6,6,5,4,5,6,"5","6","east","7",5,6,6,6,6,6,6,6,6,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,10,255,"0",16.6666666666667,5,5,5,5,5,5,5,5,"5","6","east","7",5,3,3,3,3,3,3,3,3,5,10,9,9.42857142857143,9.33333333333333
285,"1","2",21,15,252,"0",0,1,1,6,1,5,1,1,5,"5","6","east","7",5,5,5,5,5,4,4,4.5,8,5,10,9,9.42857142857143,9.33333333333333
