"iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total"
292,1,2,21,14,255,0,-0.24,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,6,7,7,6,6,6,7,6,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,5,10,8,4,6,4,5,4,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,38
292,1,2,21,10,268,1,0.43,0,24,3,30,20,20,10,15,5,1,9,8,9,8,8,7,9,6,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,8,10,7,7,7,6,7,5,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,49
292,1,2,21,1,267,0,-0.28,0,26,4,20,30,10,15,10,15,0,5,5,6,7,7,7,5,6,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,5,10,7,4,5,4,3,4,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,37
292,1,2,21,15,263,1,-0.2,1,26,1,20,20,20,10,20,10,1,10,8,9,10,10,7,9,4,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,6,10,10,8,7,6,7,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,54
292,1,2,21,9,260,0,0.24,0,27,4,19,20,19,14,13,15,1,8,8,8,8,9,0,8,6,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,5,10,9,5,6,4,7,6,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,41
292,1,2,21,18,262,0,0.48,0,29,2,10,40,20,20,0,10,0,10,9,9,6,6,5,9,2,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,10,10,10,4,5,4,5,5,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,45
292,1,2,21,4,261,0,0.28,0,26,4,15,20,20,20,15,10,0,6,6,6,8,8,4,6,7,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,5,9,7,4,6,4,5,4,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,38
292,1,2,21,11,266,1,0.53,0,28,2,25,20,20,25,0,10,1,6,7,8,6,4,0,6,3,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,7,10,8,5,7,4,7,8,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,31
292,1,2,21,2,259,0,0.32,0,25,2,15,18,19,19,17,12,0,7,7,8,6,8,4,6,4,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,7,9,9,4,5,4,5,4,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,40
292,1,2,21,7,272,0,-0.12,0,25,2,25,20,25,25,5,0,0,6,8,8,7,8,7,6,7,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,6,10,6,9,7,7,7,8,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,44
292,1,2,21,3,270,0,0.41,0,23,4,16,16,19,17,14,18,1,7,7,7,6,6,6,6,5,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,7,10,8,4,5,4,5,4,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,39
292,1,2,21,19,252,0,0.11,0,28,3,0,25,25,25,25,0,1,8,1,8,1,8,1,6,3,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,6,10,6,6,6,5,7,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,27
292,1,2,21,8,256,0,-0.23,0,24,4,15,25,20,20,10,10,0,7,7,7,7,6,5,7,7,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,6,10,7,5,6,4,6,5,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,39
292,1,2,21,6,258,1,0.33,0,25,6,7,35,20,20,5,13,1,9,10,9,9,8,0,8,5,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,7,9,8,9,6,7,9,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,45
292,1,2,21,21,269,0,0.21,0,24,2,20,10,30,15,15,10,0,8,7,7,9,7,2,5,5,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,7,8,7,6,7,5,5,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,40
292,1,2,21,16,264,0,0.41,0,26,2,15,15,25,20,5,20,0,6,7,6,7,6,6,6,4,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,6,10,10,7,7,4,7,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,38
292,1,2,21,12,257,0,0.42,0,24,2,22,14,30,10,14,10,0,7,7,7,7,6,6,7,5,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,1,9,10,7,7,10,5,8,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,40
292,1,2,21,17,271,0,-0.24,0,23,2,10,15,40,15,10,10,1,7,7,7,6,6,7,7,6,2,28,13,1,7,1,"New York City",1,2,1,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,8,10,8,10,10,0,7,10,7,7,7,6,7,7,0,6,6,1,2,25,10,20,20,10,15,10,10,9,8,10,40
293,1,2,21,12,271,1,0.29,0,23,2,10,15,40,15,10,10,1,6,7,6,7,7,6,6,6,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,1,8,7,6,8,5,7,7,7,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,39
293,1,2,21,20,261,0,0.69,0,26,4,15,20,20,20,15,10,0,7,6,7,6,5,5,5,5,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,5,6,7,6,5,5,5,5,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,36
293,1,2,21,3,256,0,-0.11,0,24,4,15,25,20,20,10,10,0,5,6,7,4,7,5,5,4,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,6,8,9,6,7,4,6,5,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,34
293,1,2,21,19,270,0,0.31,0,23,4,16,16,19,17,14,18,1,6,5,5,5,6,5,6,5,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,6,7,6,5,5,5,5,4,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,32
293,1,2,21,17,267,0,0.09,0,26,4,20,30,10,15,10,15,0,4,7,6,5,6,5,5,6,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,7,6,7,7,8,6,6,6,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,33
293,1,2,21,5,268,1,0.06,1,24,3,30,20,20,10,15,5,1,7,8,9,6,9,7,8,5,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,1,9,8,9,6,6,7,8,7,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,46
293,1,2,21,4,260,0,0.4,0,27,4,19,20,19,14,13,15,1,7,7,8,8,9,4,7,5,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,3,6,8,6,6,4,4,5,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,43
293,1,2,21,14,252,0,0.47,1,28,3,0,25,25,25,25,0,0,2,8,8,3,8,1,2,6,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,1,8,8,7,8,7,8,8,8,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,30
293,1,2,21,6,266,0,0.29,0,28,2,25,20,20,25,0,10,0,4,5,4,5,6,0,2,5,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,6,7,6,5,4,3,5,5,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,24
293,1,2,21,11,264,0,0.05,0,26,2,15,15,25,20,5,20,0,3,7,6,4,6,4,3,4,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,5,6,7,6,6,3,5,5,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,30
293,1,2,21,2,272,0,0.47,0,25,2,25,20,25,25,5,0,0,6,6,6,6,6,6,6,8,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,1,7,8,6,7,5,NA,7,7,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,36
293,1,2,21,21,253,0,0.38,0,33,4,25,30,10,10,5,20,1,5,7,6,6,6,5,7,6,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,4,6,7,6,5,8,6,6,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,35
293,1,2,21,8,254,0,0.27,0,22,2,25,7,25,25,8,10,0,4,4,5,5,6,5,3,3,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,6,8,8,6,5,6,6,6,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,29
293,1,2,21,18,259,0,0.37,0,25,2,15,18,19,19,17,12,0,6,6,7,6,8,3,5,4,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,5,5,6,4,6,4,4,4,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,36
293,1,2,21,1,258,0,0.08,0,25,6,7,35,20,20,5,13,1,6,7,9,3,6,4,7,6,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,5,8,7,8,6,7,6,7,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,35
293,1,2,21,7,257,0,0.26,0,24,2,22,14,30,10,14,10,0,3,5,5,5,5,6,5,3,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,7,7,6,6,5,5,6,7,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,29
293,1,2,21,10,263,0,0.22,0,26,1,20,20,20,10,20,10,0,9,9,9,4,10,3,7,4,2,28,8,3,3,7,"Northern New Jersey",2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,7,10,9,9,9,0,4,8,8,8,7,5,6,6,0,3,4,1,2,24,15,18,18,10,15,7,10,10,8,9,44
294,0,2,14,8,320,0,0.25,0,36,2,20,16,16,16,16,16,1,10,8,10,7,9,0,7,5,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,4,5,7,5,7,9,6,2,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,44
294,0,2,14,11,311,0,-0.03,1,29,4,50,20,10,10,5,5,0,6,7,8,5,4,5,7,5,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,6,6,6,5,8,2,6,1,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,35
294,0,2,14,12,321,0,0.55,0,29,2,30,15,15,20,10,10,0,7,7,7,7,5,5,6,5,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,5,7,7,4,7,1,3,1,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,38
294,0,2,14,6,308,0,0.03,1,27,4,17,19,18,17,11,18,1,9,9,9,8,7,8,9,6,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,4,9,9,6,8,6,9,6,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,50
294,0,2,14,5,312,0,0.17,0,23,2,25,5,30,15,5,20,1,8,8,8,7,8,8,8,7,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,6,8,7,7,7,7,8,4,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,47
294,0,2,14,9,309,0,0.46,0,32,2,20,20,20,20,10,10,0,10,10,10,10,10,0,8,3,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,7,9,8,9,7,7,7,3,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,50
294,0,2,14,4,318,0,-0.25,0,29,6,40,30,10,8,2,10,1,6,7,7,6,5,5,6,3,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,3,8,8,5,7,5,7,2,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,36
294,0,2,14,2,310,0,0.21,0,25,2,24,15,20,20,8,13,0,7,7,8,6,7,5,7,6,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,5,6,5,5,5,3,4,2,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,40
294,0,2,14,1,315,0,0.5,0,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,9,8,10,7,7,7,9,5,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,6,8,8,6,6,6,7,6,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,48
294,0,2,14,13,313,0,0.26,0,27,2,19,13,18,18,10,22,0,6,5,6,7,8,8,6,7,2,30,9,4,1,1,"New York City",1,6,2,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,9,10,7,9,7,0,5,8,8,7,8,8,8,5,0,1,6,1,2,15,20,25,20,10,10,7,9,8,7,9,40
295,0,2,14,14,315,0,0.14,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,7,7,9,7,4,3,6,4,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,7,7,8,6,NA,NA,7,7,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,37
295,0,2,14,13,314,0,0.42,0,32,6,20,10,30,20,10,10,0,4,6,5,5,5,4,5,6,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,6,8,9,5,5,NA,6,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,29
295,0,2,14,2,316,0,0.12,1,25,2,25,20,15,25,10,5,0,5,6,6,6,5,3,4,3,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,5,7,8,9,9,NA,6,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,31
295,0,2,14,1,310,0,0.16,1,25,2,24,15,20,20,8,13,0,6,7,7,5,6,4,6,5,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,1,6,9,10,5,5,NA,6,7,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,35
295,0,2,14,7,320,0,0.35,1,36,2,20,16,16,16,16,16,0,5,7,7,5,5,0,3,2,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,5,9,8,5,NA,NA,7,5,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,29
295,0,2,14,5,308,0,0.44,0,27,4,17,19,18,17,11,18,1,8,9,8,8,7,7,9,5,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,4,10,9,6,6,NA,7,4,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,47
295,0,2,14,4,312,0,0.33,1,23,2,25,5,30,15,5,20,0,5,6,6,3,4,2,3,5,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,5,7,7,7,7,7,6,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,26
295,0,2,14,9,319,0,-0.02,1,26,2,20,25,20,10,5,20,0,6,9,7,6,6,7,6,6,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,4,8,NA,5,NA,NA,5,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,41
295,0,2,14,8,309,0,0.21,1,32,2,20,20,20,20,10,10,0,9,10,8,10,8,0,8,4,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,1,6,8,NA,9,NA,NA,6,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,45
295,0,2,14,6,317,0,0.19,1,30,2,50,0,20,20,0,10,0,4,7,7,4,7,4,5,6,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,1,8,6,NA,9,NA,NA,8,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,33
295,0,2,14,11,321,0,0.31,1,29,2,30,15,15,20,10,10,0,4,5,6,5,6,4,4,5,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,1,7,7,NA,5,NA,NA,6,6,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,30
295,0,2,14,3,318,0,0.04,0,29,6,40,30,10,8,2,10,0,6,6,6,6,4,7,7,1,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,0,5,9,8,8,8,8,8,5,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,35
295,0,2,14,12,313,0,0.17,1,27,2,19,13,18,18,10,22,0,5,7,8,7,0,9,7,7,2,30,9,2,5,7,"Arizona",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,10,18,20,16,16,20,7,10,8,8,8,1,7,7,NA,9,NA,9,8,7,0,2,7,1,2,14,20,18,20,13,15,7,9,7,8,7,36
296,0,2,14,9,316,1,0.24,1,25,2,25,20,15,25,10,5,1,6,8,8,8,7,5,6,6,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,1,9,8,8,9,8,8,8,8,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,42
296,0,2,14,8,310,0,0.55,1,25,2,24,15,20,20,8,13,0,6,8,8,7,6,6,5,5,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,0,6,5,5,3,1,3,2,1,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,41
296,0,2,14,12,308,0,0.01,0,27,4,17,19,18,17,11,18,1,7,8,8,7,6,7,8,4,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,0,5,5,6,3,3,4,3,1,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,43
296,0,2,14,2,319,1,-0.17,1,26,2,20,25,20,10,5,20,1,6,9,7,6,6,8,8,7,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,1,7,9,9,6,5,5,6,8,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,42
296,0,2,14,4,321,0,0.16,1,29,2,30,15,15,20,10,10,0,4,7,7,6,7,6,5,5,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,1,8,7,8,9,9,7,8,8,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,37
296,0,2,14,3,311,0,-0.34,0,29,4,50,20,10,10,5,5,0,5,5,7,5,8,6,7,7,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,0,7,6,6,5,3,5,2,1,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,36
296,0,2,14,5,313,0,0.08,1,27,2,19,13,18,18,10,22,0,3,6,9,4,8,4,4,6,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,1,8,8,9,8,7,8,8,1,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,34
296,0,2,14,10,318,0,-0.13,0,29,6,40,30,10,8,2,10,1,4,5,7,5,5,6,8,1,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,0,5,5,5,6,6,8,6,6,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,32
296,0,2,14,11,312,0,-0.06,1,23,2,25,5,30,15,5,20,0,3,6,7,4,8,2,4,5,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,0,6,6,6,6,4,5,6,5,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,30
296,0,2,14,1,309,0,0.53,1,32,2,20,20,20,20,10,10,0,8,10,10,8,10,4,5,8,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,0,7,8,9,3,5,5,6,1,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,50
296,0,2,14,7,315,0,0.27,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,7,8,8,4,4,4,8,3,2,28,9,2,10,10,"New York",1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,8,9,6,10,9,1,7,8,8,5,5,5,6,5,0,4,6,3,2,20,25,35,5,5,10,8,9,10,7,9,35
297,0,2,14,13,320,0,0.47,1,36,2,20,16,16,16,16,16,0,6,10,7,5,5,0,8,1,2,21,9,2,9,8,"Texas",2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,8,10,9,8,9,0,3,7,7,6,8,7,4,7,0,9,2,3,3,30,30,15,15,15,15,8,10,9,8,9,33
