"","iid","gender","condtn","round","order","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","from","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","total","total2"
"3591",303,"0",2,14,7,311,"0",0.43,"0",29,"4",50,20,10,10,5,5,"1",8,7,7,8,5,8,8,7,"2",33,"9","2",2,1,"east","4",5,1,"2",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,8,10,9,8,6,"0",8,7,8,8,8,6,7,6,"2",1,"1",40,15,15,15,10,5,8,10,8,8,7,43,45
"3592",303,"0",2,14,1,312,"0",0.55,"1",23,"2",25,5,30,15,5,20,"1",9,8,8,6,7,9,9,6,"2",33,"9","2",2,1,"east","4",5,1,"2",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,8,10,9,8,6,"0",6,10,9,8,8,7,7,8,"2",1,"1",40,15,15,15,10,5,8,10,8,8,7,47,48
"3593",303,"0",2,14,4,320,"0",0.8,"1",36,"2",20,16,16,16,16,16,"0",7,7,7,5,5,0,5,2,"2",33,"9","2",2,1,"east","4",5,1,"2",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,8,10,9,8,6,"0",5,8,9,7,8,7,6,8,"2",1,"1",40,15,15,15,10,5,8,10,8,8,7,31,44
"3594",303,"0",2,14,3,317,"0",0.56,"1",30,"2",50,0,20,20,0,10,"1",7,7,9,8,7,9,7,7,"2",33,"9","2",2,1,"east","4",5,1,"2",7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,8,10,9,8,6,"0",7,7,7,9,8,7,7,6,"2",1,"1",40,15,15,15,10,5,8,10,8,8,7,47,45
"3595",304,"0",2,14,3,315,"0",0.51,"1",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"0",7,9,8,8,3,3,6,4,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",6,8,10,3,8,2,6,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,38,37
"3596",304,"0",2,14,13,311,"0",0.31,"0",29,"4",50,20,10,10,5,5,"1",7,7,4,5,5,5,6,9,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",7,7,7,5,7,5,5,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,33,38
"3597",304,"0",2,14,2,314,"0",0.63,"0",32,"6",20,10,30,20,10,10,"0",5,7,5,6,7,5,6,5,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",6,9,10,3,9,4,6,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,35,41
"3598",304,"0",2,14,14,321,"0",0.55,"1",29,"2",30,15,15,20,10,10,"0",4,7,6,6,5,5,4,5,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",5,5,6,3,5,0,4,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,33,24
"3599",304,"0",2,14,5,316,"0",0.41,"1",25,"2",25,20,15,25,10,5,"1",8,8,8,9,6,6,8,5,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",9,8,9,9,9,5,6,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,45,49
"3600",304,"0",2,14,7,312,"0",0.13,"1",23,"2",25,5,30,15,5,20,"0",6,6,6,6,4,3,6,6,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",7,6,8,3,5,5,5,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,31,34
"3601",304,"0",2,14,4,310,"0",0.07,"1",25,"2",24,15,20,20,8,13,"1",8,7,7,7,7,5,7,6,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",8,7,9,2,6,0,3,3,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,41,32
"3602",304,"0",2,14,8,308,"0",0.11,"0",27,"4",17,19,18,17,11,18,"0",7,9,8,7,6,7,8,4,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",2,8,9,1,8,0,5,2,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,44,28
"3603",304,"0",2,14,9,317,"1",0.61,"1",30,"2",50,0,20,20,0,10,"1",8,6,8,8,8,7,8,6,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"1",7,7,8,10,7,8,9,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,45,47
"3604",304,"0",2,14,10,320,"0",0.49,"1",36,"2",20,16,16,16,16,16,"0",5,7,6,5,5,0,5,3,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",5,6,7,3,7,3,5,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,28,31
"3605",304,"0",2,14,1,313,"0",0.25,"1",27,"2",19,13,18,18,10,22,"0",6,8,7,8,6,6,7,7,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",6,9,8,7,5,5,6,5,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,41,40
"3606",304,"0",2,14,12,319,"0",-0.27,"1",26,"2",20,25,20,10,5,20,"0",6,6,6,9,8,8,7,7,"2",28,"3","2",1,10,"east","1",7,2,"12",10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,6,10,10,8,8,"0",3,6,5,5,6,0,5,4,"2",1,"3",10,20,20,20,10,10,7,10,7,10,9,43,25
"3607",305,"0",2,14,10,315,"1",0.53,"0",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"1",9,8,8,6,4,5,7,6,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",5,9,9,8,7,8,8,7,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,40,46
"3608",305,"0",2,14,7,321,"0",0.47,"0",29,"2",30,15,15,20,10,10,"0",4,8,7,6,5,5,5,5,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",7,6,7,6,6,5,6,6,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,35,37
"3609",305,"0",2,14,3,320,"0",0.45,"0",36,"2",20,16,16,16,16,16,"0",8,2,9,5,9,0,5,1,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"0",7,7,7,5,5,5,6,6,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,33,36
"3610",305,"0",2,14,5,319,"0",-0.26,"0",26,"2",20,25,20,10,5,20,"0",6,8,6,5,8,6,7,7,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"0",4,6,7,5,9,6,6,7,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,39,37
"3611",305,"0",2,14,8,313,"0",0.23,"0",27,"2",19,13,18,18,10,22,"0",6,7,7,5,6,4,5,5,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"0",7,7,7,6,7,6,7,6,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,35,40
"3612",305,"0",2,14,1,308,"0",0.19,"1",27,"4",17,19,18,17,11,18,"0",8,9,8,7,6,7,8,5,"1",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"0",5,8,8,7,7,6,7,8,"1",5,"2",9,30,19,19,3,20,7,9,8,7,3,45,41
"3613",305,"0",2,14,6,311,"0",0.03,"1",29,"4",50,20,10,10,5,5,"0",5,7,6,5,6,7,6,10,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",9,8,8,6,6,7,8,7,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,36,44
"3614",305,"0",2,14,4,309,"1",0.46,"0",32,"2",20,20,20,20,10,10,"1",10,10,10,10,10,5,8,5,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",7,9,9,8,2,7,8,8,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,55,42
"3615",305,"0",2,14,9,314,"0",0.59,"0",32,"6",20,10,30,20,10,10,"0",6,6,6,6,5,5,6,6,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",6,8,9,8,8,6,7,7,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,34,45
"3616",305,"0",2,14,12,316,"0",0.38,"0",25,"2",25,20,15,25,10,5,"0",5,6,5,4,4,3,3,2,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"0",7,5,7,5,9,7,6,6,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,27,40
"3617",305,"0",2,14,11,310,"0",0.19,"0",25,"2",24,15,20,20,8,13,"0",7,8,7,6,6,4,6,5,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",8,7,8,6,6,5,7,7,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,38,40
"3618",305,"0",2,14,13,318,"0",0.35,"0",29,"6",40,30,10,8,2,10,"0",5,6,5,6,5,4,5,2,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"0",4,7,8,5,7,8,5,6,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,31,39
"3619",305,"0",2,14,14,312,"0",0.1,"0",23,"2",25,5,30,15,5,20,"0",5,7,8,4,8,5,5,5,"2",29,"9","4",6,9,"Asia","1",4,1,"2",8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,7,9,8,9,5,"1",7,8,8,8,7,8,8,7,"2",5,"2",9,30,19,19,3,20,7,9,8,7,3,37,46
"3620",306,"0",2,14,2,313,"0",-0.18,"0",27,"2",19,13,18,18,10,22,"0",4,8,6,6,6,4,4,5,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"1",7,8,8,6,6,6,7,6,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,34,41
"3621",306,"0",2,14,4,315,"1",-0.21,"0",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"1",8,8,9,10,4,2,7,6,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"1",8,8,8,8,8,6,8,7,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,41,46
"3622",306,"0",2,14,11,320,"0",0.2,"0",36,"2",20,16,16,16,16,16,"0",6,7,4,4,4,0,5,1,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"0",6,6,7,6,6,5,5,5,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,25,36
"3623",306,"0",2,14,12,309,"0",-0.22,"0",32,"2",20,20,20,20,10,10,"0",10,10,8,8,0,0,8,4,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"1",8,9,8,9,8,6,8,6,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,36,48
"3624",306,"0",2,14,10,317,"0",-0.1,"0",30,"2",50,0,20,20,0,10,"0",7,10,7,6,4,5,6,7,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"1",7,8,8,8,8,6,8,6,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,39,45
"3625",306,"0",2,14,14,311,"0",0,"1",29,"4",50,20,10,10,5,5,"0",6,5,5,2,8,7,7,8,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"1",8,8,7,8,7,6,8,6,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,33,44
"3626",306,"0",2,14,13,319,"0",-0.37,"0",26,"2",20,25,20,10,5,20,"0",8,6,7,6,5,5,7,7,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"0",5,6,6,6,6,5,5,5,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,37,34
"3627",306,"0",2,14,7,318,"0",0.33,"0",29,"6",40,30,10,8,2,10,"0",4,6,5,4,5,4,4,3,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"0",5,6,6,5,5,6,5,5,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,28,33
"3628",306,"0",2,14,5,310,"0",0.1,"0",25,"2",24,15,20,20,8,13,"0",8,8,7,6,7,3,6,5,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"0",7,6,6,6,6,5,6,5,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,39,36
"3629",306,"0",2,14,8,312,"0",-0.21,"0",23,"2",25,5,30,15,5,20,"0",7,6,6,5,5,2,5,6,"2",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"1",7,8,8,7,7,6,7,6,"2",2,"3",20,22,18,15,15,10,7,8,7,7,6,31,43
"3630",306,"0",2,14,9,308,"0",0.39,"1",27,"4",17,19,18,17,11,18,"0",10,10,10,10,8,7,9,6,"1",22,"9","4",6,2,"Asia","1",6,3,"2",6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,6,9,8,8,8,"0",9,9,9,9,8,9,8,5,"1",2,"3",20,22,18,15,15,10,7,8,7,7,6,55,53
"3631",307,"0",2,14,5,315,"0",0.39,"0",27,"2",6.67,19.05,42.86,9.52,14.29,7.62,"1",10,8,10,9,5,4,8,7,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",6.5,8,8,6,7,6.5,6,5,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,46,42
"3632",307,"0",2,14,7,316,"1",0.33,"0",25,"2",25,20,15,25,10,5,"1",7,7,7,6,6,4,6,3,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"1",0,7,7,8,7,7,7,5,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,37,36
"3633",307,"0",2,14,2,321,"0",0.4,"0",29,"2",30,15,15,20,10,10,"0",6,8,7,8,7,7,7,5,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",4,7,8,5,8,5,7,3,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,43,37
"3634",307,"0",2,14,13,309,"0",0.34,"0",32,"2",20,20,20,20,10,10,"1",10,10,10,10,0,0,8,8,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",4,7,6,7,5,5,6,3,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,40,34
"3635",307,"0",2,14,11,317,"1",0.31,"0",30,"2",50,0,20,20,0,10,"1",7,7,7,6,8,9,7,7,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"1",7,6,7,8,5,7,7,6,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,44,40
"3636",307,"0",2,14,14,319,"0",-0.01,"0",26,"2",20,25,20,10,5,20,"1",9,9,7,7,5,6,8,6,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",3,8,6,7,5,5,6,6,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,43,34
"3637",307,"0",2,14,8,318,"0",0.18,"0",29,"6",40,30,10,8,2,10,"0",6,6,7,6,5,3,6,2,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",4,6,7,6,6,5,5,4,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,33,34
"3638",307,"0",2,14,3,313,"0",0.36,"0",27,"2",19,13,18,18,10,22,"0",5,7,9,8,8,8,8,7,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"1",8,9,9,9,8,8,9,7,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,45,51
"3639",307,"0",2,14,4,314,"0",0.48,"0",32,"6",20,10,30,20,10,10,"1",7,8,7,7,5,6,7,6,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",4,8,8,5,8,4,6,4,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,40,37
"3640",307,"0",2,14,6,310,"0",-0.21,"0",25,"2",24,15,20,20,8,13,"1",8,8,8,8,8,5,8,7,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",4,6,6,4,4,3,4,3,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,45,27
"3641",307,"0",2,14,10,308,"0",0.4,"1",27,"4",17,19,18,17,11,18,"1",8,9,9,8,7,7,9,5,"2",27,"9","4",1,3,"east","5",7,2,"2",10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,5,8,7,8,8,"0",3,6,7,5,5,4,6,5,"2",2,"3",10,20,20,15,20,15,6,8,8,7,7,48,30
"3642",308,"1",2,14,8,304,"0",0.11,"0",28,"2",5,20,25,25,15,10,"0",2,8,9,1,8,0,5,2,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"0",7,9,8,7,6,7,8,4,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,28,44
"3643",308,"1",2,14,1,305,"0",0.19,"1",29,"4",10,47,16,12,3,12,"0",5,8,8,7,7,6,7,8,"1",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"0",8,9,8,7,6,7,8,5,"1",2,"1",17,20,18,17,11,17,5,10,9,8,5,41,45
"3644",308,"1",2,14,10,307,"0",0.4,"1",27,"4",10,20,20,15,20,15,"0",3,6,7,5,5,4,6,5,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"1",8,9,9,8,7,7,9,5,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,30,48
"3645",308,"1",2,14,12,296,"0",0.01,"0",28,"2",15,20,35,15,5,10,"0",5,5,6,3,3,4,3,1,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"1",7,8,8,7,6,7,8,4,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,26,43
"3646",308,"1",2,14,14,298,"0",0.31,"0",22,"2",10,30,20,10,15,15,"0",6,8,8,6,8,6,6,6,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"1",9,8,9,8,7,7,9,5,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,42,48
"3647",308,"1",2,14,9,306,"0",0.39,"1",22,"4",16,20,19,16,18,11,"0",9,9,9,9,8,9,8,5,"1",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"0",10,10,10,10,8,7,9,6,"1",2,"1",17,20,18,17,11,17,5,10,9,8,5,53,55
"3648",308,"1",2,14,6,294,"0",0.03,"1",30,"4",20,20,35,5,10,10,"0",4,9,9,6,8,6,9,6,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"1",9,9,9,8,7,8,9,6,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,42,50
"3649",308,"1",2,14,13,302,"0",-0.23,"0",21,"2",50,5,20,10,5,10,"0",5,10,10,0,10,5,5,7,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"0",8,9,10,8,7,7,9,5,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,40,49
"3650",308,"1",2,14,4,299,"0",0.03,"1",24,"4",10,40,10,20,10,10,"0",8,9,10,10,10,5,9,8,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"1",8,9,8,8,6,8,9,6,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,52,47
"3651",308,"1",2,14,3,301,"0",0.31,"0",34,"2",20,20,20,20,10,10,"0",5,6,8,2,9,2,5,5,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"0",7,9,8,7,6,8,8,2,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,32,45
"3652",308,"1",2,14,11,297,"1",0.38,"0",21,"2",25,25,15,15,10,10,"1",5,10,8,7,8,8,6,8,"2",27,"9","4",7,3,"east","1",7,2,"2",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,7,10,8,8,7,"1",8,9,8,8,6,7,9,4,"2",2,"1",17,20,18,17,11,17,5,10,9,8,5,46,46
"3653",309,"1",2,14,6,301,"1",0.65,"1",34,"2",20,20,20,20,10,10,"1",6,7,10,5,10,6,6,5,"2",32,"9","2",5,9,"east","3",3,2,"2",6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,7,8,9,9,7,"1",8,10,10,8,10,7,8,8,"2",5,"3",30,10,20,20,5,15,6,10,10,7,6,44,53
"3654",309,"1",2,14,13,307,"0",0.34,"0",27,"4",10,20,20,15,20,15,"0",4,7,6,7,5,5,6,3,"2",32,"9","2",5,9,"east","3",3,2,"2",6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,7,8,9,9,7,"1",10,10,10,10,0,0,8,8,"2",5,"3",30,10,20,20,5,15,6,10,10,7,6,34,40
"3655",309,"1",2,14,9,294,"0",0.46,"0",30,"4",20,20,35,5,10,10,"0",7,9,8,9,7,7,7,3,"2",32,"9","2",5,9,"east","3",3,2,"2",6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,7,8,9,9,7,"0",10,10,10,10,10,0,8,3,"2",5,"3",30,10,20,20,5,15,6,10,10,7,6,47,50
"3656",309,"1",2,14,3,298,"0",0.65,"1",22,"2",10,30,20,10,15,15,"1",7,9,9,6,7,5,8,7,"2",32,"9","2",5,9,"east","3",3,2,"2",6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,7,8,9,9,7,"0",8,10,8,8,8,4,8,3,"2",5,"3",30,10,20,20,5,15,6,10,10,7,6,43,46
"3657",309,"1",2,14,1,296,"0",0.53,"1",28,"2",15,20,35,15,5,10,"0",7,8,9,3,5,5,6,1,"2",32,"9","2",5,9,"east","3",3,2,"2",6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,7,8,9,9,7,"0",8,10,10,8,10,4,5,8,"2",5,"3",30,10,20,20,5,15,6,10,10,7,6,37,50
