"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","X....","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"8054",538,8,1,16,2,21,22,16,8,9,6,514,0,-0.06,1,23,2,20,20,20,15,5,20,1,7,7,7,NA,10,5,5,8,5,32,"Biomedical engineering",5,"Cooper Union, Bard college, and SUNY Purchase","","",2,1,1,"Born in Iran","12,563","",1,4,2,"self-made millionare",7,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,6,NA,50,0,10,30,0,10,40,10,10,20,0,20,40,20,0,30,10,0,7,8,9,8,8,7,8,9,9,9,0,3,7,6,7,5,5,6,7,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,70,0,0,30,0,0,70,0,0,30,0,0,50,20,10,20,0,0,50,10,10,20,10,0,7,4,9,8,8,7,8,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3941",269,18,0,35,2,11,21,20,20,7,14,286,0,0.31,1,22,2,10,15,25,15,15,20,0,7,NA,7,7,9,NA,5,4,2,24,"Art History",7,"Wesleyan University","1,380.00","27,100.00",2,4,5,"New Jersey","8,904","",2,6,2,"professor",2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,NA,20,10,30,15,15,10,30,5,20,30,5,10,30,10,10,30,5,10,8,8,6,8,7,7,6,7,4,8,0,7,8,9,6,7,4,5,7,0,1,15,10,30,15,15,15,8,5,8,7,9,2,3,3,NA,NA,NA,NA,NA,NA,20,10,40,10,10,10,25,10,20,25,10,10,25,10,20,25,10,10,7,6,9,7,8,7,6,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949",145,4,0,7,2,7,16,14,14,1,5,162,0,0.34,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,5,6,7,7,6,5,6,3,1,24,"Neuroscience",10,"","","",2,9,7,"Minnesota","55,379","38,774.00",2,7,1,"Neuroscientist/Professor",2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,NA,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7,NA,NA,NA,NA,NA,0,9,9,9,8,9,8,8,1,1,2,14,20,20,18,14,14,7,8,10,7,7,5,3,3,NA,NA,NA,NA,NA,NA,15.69,17.65,19.61,15.69,15.69,15.69,8,8,8,9,9,8,20.41,14.29,16.33,18.37,14.29,16.33,7,7,9,7,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,15.09,16.98,18.87,16.98,15.09,16.98,NA,NA,NA,NA,NA,NA,9,8,7,8,9,9,10,7,8,9,7,NA,6,6,9,7,8,NA,NA,NA,NA,NA
"6284",407,11,1,22,2,15,18,6,5,2,18,396,0,0.43,0,25,4,15,18,18,18,15,16,1,6,8,8,5,4,6,6,7,2,24,"Film",14,"Georgetown University","1,400.00","25,425.00",2,1,1,"New Jersey","7,901","",3,4,2,"Screenwriter",6,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,5,NA,30,15,15,15,15,10,50,10,10,10,10,10,50,10,10,10,10,10,7,9,8,7,8,5,6,7,6,7,0,6,6,7,3,7,8,6,6,2,5,50,10,10,10,10,10,7,8,8,7,9,6,3,1,60,10,10,10,5,5,40,10,20,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,7,8,8,7,9,7,7,8,6,8,1,0,0,0,NA,50,10,10,10,10,10,60,10,10,10,5,5,50,10,10,10,10,10,50,10,10,10,10,10,7,8,8,6,8,7,7,6,5,6
"7205",487,7,1,14,2,19,15,7,9,15,15,479,0,-0.29,0,27,2,15,15,20,20,15,15,0,2,9,8,2,4,2,4,5,2,24,"Classics",6,"Harvard University","1,400.00","26,019.00",4,1,1,"New Jersey","7,733","",1,5,3,"Professor...?",2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,5,NA,25,26,15,10,9,15,20,15,15,20,15,15,15,15,15,20,20,15,7,9,6,8,5,6,7,7,5,5,1,8,6,7,7,5,2,7,4,0,2,5,8,7,7,6,8,6,8,8,5,6,5,1,3,15,20,15,20,15,15,20,20,15,20,5,20,20,15,15,15,20,15,15,15,20,20,15,15,7,9,8,6,5,6,9,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629",437,8,0,15,2,17,14,12,12,9,7,446,0,0.34,0,28,3,30,20,25,15,10,0,0,5,10,8,8,7,6,7,5,2,23,"Social Work",11,"University of Tennessee","1,092.00","11,570.00",2,2,6,"North Carolina","28,804","29,746.00",1,4,1,"Social Work",11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,NA,15,15,18,18,14,20,28,12,13,10,12,25,35,12,12,15,15,23,7,9,9,9,8,5,10,9,9,9,1,6,8,9,9,10,8,8,5,2,5,15,15,25,10,10,25,5,9,8,7,9,5,1,3,NA,NA,NA,NA,NA,NA,12,13,25,12,13,25,32,10,15,12,13,18,35,10,15,10,10,20,5,9,8,9,8,6,10,8,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",50,11,1,22,2,2,19,1,NA,2,8,28,0,NA,0,26,2,NA,NA,NA,NA,NA,NA,0,5,8,9,5,8,6,3,5,2,27,"Law",1,"","","",1,4,4,"Houston","77,026","12,063.00",6,6,2,"lawyer",1,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,5,7,35,10,20,15,10,10,NA,NA,NA,NA,NA,NA,60,10,5,5,10,10,8,9,9,10,8,NA,NA,NA,NA,NA,0,6,8,8,7,8,5,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",215,2,1,4,2,9,20,3,3,1,4,197,0,0.32,0,24,6,14,18,20,18,16,14,0,8,8,8,8,8,1,4,6,2,26,"MBA",8,"","","",4,3,1,"Baltimore","21,093","53,501.00",1,4,1,"Finance",7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,NA,14.89,19.15,21.28,19.15,14.89,10.64,10,9,6,10,3,8,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,NA,NA,NA,NA,NA,1,7,9,9,6,7,4,7,6,2,NA,15.56,17.78,20,20,15.56,11.11,7,9,9,8,9,6,1,2,NA,NA,NA,NA,NA,NA,17.39,15.22,19.57,19.57,15.22,13.04,10,6,5,10,4,8,12.77,17.02,19.15,19.15,14.89,17.02,7,7,9,8,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,14.58,14.58,18.75,18.75,18.75,14.58,NA,NA,NA,NA,NA,NA,9,7,6,9,4,8,6,7,8,9,8,NA,7,6,9,8,9,NA,NA,NA,NA,NA
"2802",203,10,0,19,2,9,20,11,11,8,14,227,0,0.35,1,26,2,20,16,18,16,16,14,0,5,7,7,5,6,5,4,5,2,22,"Mathematics",2,"","","",2,4,10,"Vestal","13,850","42,640.00",6,6,2,"college professor",2,3,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2,3,NA,16,20,18,20,18,8,6,9,7,6,8,4,23.68,18.42,10.53,18.42,13.16,15.79,9,8,9,10,7,NA,NA,NA,NA,NA,0,8,6,8,7,8,7,6,8,2,NA,15.69,19.61,19.61,19.61,19.61,5.88,10,7,10,10,10,5,3,2,NA,NA,NA,NA,NA,NA,16,18,20,20,20,6,6,10,7,8,8,6,20.45,18.18,13.64,18.18,15.91,13.64,10,7,10,10,10,NA,NA,NA,NA,NA,0,0,0,NA,NA,18.37,16.33,20.41,20.41,18.37,6.12,NA,NA,NA,NA,NA,NA,7,9,9,8,8,6,10,8,7,8,6,NA,9,7,12,12,9,NA,NA,NA,NA,NA
"5765",380,2,0,3,2,15,19,4,4,11,2,398,0,-0.38,0,29,2,45,10,10,30,0,5,0,5,8,8,7,NA,7,6,8,2,33,"MFA -Film",14,"University of Michigan","1,290.00","21,645.00",1,4,8,"Chicago","60,519","",2,7,4,"film directing",6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,NA,20,20,20,15,15,10,20,15,15,20,20,10,100,0,0,0,0,0,4,7,9,9,9,3,7,9,9,9,1,8,8,7,7,7,7,8,7,2,5,15,25,20,15,15,10,6,8,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5175",349,9,0,17,2,14,18,7,7,7,7,367,1,0.13,1,27,2,30,15,20,25,5,5,1,8,7,7,7,7,8,8,6,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,4,8,7,8,5,8,8,9,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"1136",83,8,0,15,2,4,18,12,NA,18,2,95,0,0.03,0,26,2,18,18,18,19,13,14,1,7,7,8,6,7,5,6,5,2,35,"Economics",8,"","","",3,1,5,"Panama","10,019","",2,6,1,"Economic research",7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3,10,32,20,12,11,15,NA,NA,NA,NA,NA,NA,15,25,10,15,10,25,5,9,9,5,5,NA,NA,NA,NA,NA,0,5,6,8,7,8,8,6,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,10,25,20,15,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,8,9,7,NA,NA,NA,NA,NA,0,0,0,NA,NA,10,30,25,5,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,8,9,7,NA,NA,NA,NA,NA
"6378",413,17,1,34,2,15,18,17,3,15,4,382,0,0.35,1,28,2,25,25,25,10,10,5,1,6,8,8,7,8,7,7,5,2,26,"business",8,"Harvard","1,400.00","26,019.00",2,5,3,"Woburn, MA","1,801","",1,NA,2,"Real Estate",8,6,7,5,7,5,3,5,5,4,6,8,6,9,6,6,7,0,8,NA,10,10,30,30,5,15,30,10,10,30,10,10,25,10,20,25,10,10,7,9,7,8,6,7,8,8,6,7,0,7,6,6,5,6,5,6,4,2,0,20,15,30,15,10,10,8,9,9,8,6,8,3,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,35,10,10,30,5,10,30,10,20,25,5,10,7,9,8,7,7,7,8,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5462",364,4,1,8,2,14,20,18,18,8,18,358,0,0.37,0,26,4,20,10,25,25,10,10,0,6,7,7,7,7,7,6,7,2,27,"MBA Finance",8,"Florida International University","1,110.00","10,450.00",3,6,2,"Miami","34,105","",3,4,2,"Consulting",7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,NA,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,7,7,9,5,10,7,7,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5895",386,8,0,15,2,15,19,14,14,3,18,414,0,-0.57,1,29,2,95,1,1,1,1,1,1,10,10,10,10,10,5,8,5,2,26,"School Psychology",3,"Brown","1,400.00","27,395.00",2,4,2,"New York","11,023","75,347.00",2,7,2,"School Psychologist",3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,4,NA,15,10,30,10,15,20,15,10,30,10,15,20,40,5,10,20,10,15,7,8,9,9,9,6,8,8,7,9,0,7,6,6,6,6,NA,5,5,2,4,25,20,30,10,5,10,7,9,8,7,8,7,3,3,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,15,7,8,8,7,8,6,8,8,6,7,0,1,1,1,NA,15,20,20,15,10,20,15,20,20,15,10,20,15,20,20,15,10,20,15,20,20,15,10,20,7,8,8,7,7,6,7,7,6,7
"310",27,7,0,13,2,2,16,4,NA,8,14,53,0,-0.07,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,7,8,8,2,22,"Speech Language Pathology",3,"","","",3,1,5,"Westchester, NY","10,523","48,441.00",1,6,2,"Speech Language Pathologist",9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,NA,NA,NA,NA,NA,NA,30,5,15,20,10,20,6,6,7,7,7,NA,NA,NA,NA,NA,0,6,4,8,3,8,2,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,20,20,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",110,17,1,34,2,4,18,5,NA,7,1,76,1,0.53,1,34,2,10,10,30,20,10,20,1,5,5,6,7,6,NA,5,5,2,28,"Film",14,"","","",2,4,6,"Ann Arbor","48,334","52,804.00",2,6,1,"Writer",6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,3,20,20,15,15,5,25,NA,NA,NA,NA,NA,NA,20,20,15,15,5,25,7,9,8,8,7,NA,NA,NA,NA,NA,1,6,6,8,8,7,3,7,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,30,10,10,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,9,8,8,NA,NA,NA,NA,NA,1,0,0,NA,NA,20,15,20,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,10,8,8,NA,NA,NA,NA,NA
"6048",394,16,0,31,2,15,19,1,1,2,19,415,0,0.53,1,31,2,10,20,40,10,10,10,1,5,5,5,5,5,5,5,5,2,24,"Creative Writing (Nonfiction)",6,"Wesleyan University","1,380.00","27,100.00",2,1,6,"San Francisco Bay Area","94,403","45,736.00",2,4,2,"writer/editor",6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,NA,18,19,16,15,15,17,20,15,15,15,20,15,20,20,15,15,15,15,9,8,7,7,7,8,8,7,7,7,0,6,6,8,4,10,1,2,1,2,2.5,20,20,20,10,10,20,8,8,8,7,7,7,1,2,20,20,20,10,10,20,20,20,20,10,10,20,15,20,15,20,12,18,25,20,10,15,10,20,8,8,7,7,8,8,8,7,6,5,0,0,0,NA,NA,20,20,20,10,10,20,30,20,15,15,10,10,20,20,20,10,20,10,30,20,15,10,10,15,8,7,7,6,7,8,7,8,6,7
"4556",301,8,0,15,2,12,14,3,3,10,6,313,0,0.26,1,27,2,19,13,18,18,10,22,0,5,8,9,8,8,5,8,8,2,34,"bilingual education",9,"university of pennsylvania","1,400.00","26,630.00",2,3,8,"Washington, DC","8,540","",2,4,1,"professor of education",2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,NA,20,20,20,20,10,10,40,5,20,20,10,5,40,5,20,20,10,5,9,9,8,9,8,8,9,9,8,9,1,7,7,8,8,5,6,8,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3,NA,NA,NA,NA,NA,NA,17,15,18,25,10,15,25,15,10,20,10,20,25,15,10,20,10,20,8,8,8,8,8,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",79,4,0,7,2,4,18,15,NA,7,7,100,0,0.56,0,30,6,20,25,25,15,5,10,0,4,8,8,8,6,4,6,4,2,26,"Operations Research (SEAS)",5,"","","",4,8,8,"India/Venezuela","8,003","",2,7,1,"Operations Research",5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,NA,NA,NA,NA,NA,NA,15,15,15,20,15,20,7,9,8,7,7,NA,NA,NA,NA,NA,0,4,6,6,6,6,4,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5163",348,8,0,15,2,14,18,16,16,9,13,373,0,0.22,0,29,3,75,5,5,10,0,5,0,6,9,10,10,8,9,7,7,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,9,9,9,9,8,8,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6515",428,7,1,13,1,16,6,6,6,1,3,418,0,0.58,1,25,4,15,25,20,15,10,15,0,6,8,9,7,9,6,8,6,2,27,"MBA",8,"University of Chicago","","26,775.00",4,8,8,"New York","11,432","35,224.00",3,2,1,"Management Consulting",7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,8,NA,60,10,10,10,10,0,50,10,10,10,10,10,50,10,10,10,10,10,8,8,7,9,9,8,8,8,8,10,1,7,7,7,6,NA,NA,7,6,2,2,50,10,10,10,10,10,7,8,9,7,8,7,3,1,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,40,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5172",349,9,0,17,2,14,18,7,7,15,4,364,0,-0.01,0,27,3,25,25,25,15,10,0,1,9,8,9,8,9,6,8,4,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,6,8,7,8,6,5,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"5413",362,2,1,4,2,14,20,7,7,18,9,349,1,0.08,1,33,2,25,20,10,20,20,5,1,4,7,9,7,8,8,8,8,2,30,"Law",1,"Univeristy of Barcelona","","",2,1,1,"Spain","","",1,4,3,"Law",1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,NA,20.51,14.53,24.79,17.09,5.98,17.09,25,25,20,10,10,10,33,17,16,33,0,1,7,7,9,8,8,7,7,8,10,8,1,8,8,8,9,8,8,8,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,NA,NA,NA,NA,NA,NA,20,15,21,21,13,13,25,17,17,17,12,12,26.32,5.26,21.05,26.32,10.53,10.53,8,8,9,10,9,8,8,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461",179,6,0,11,1,8,10,9,9,6,3,186,0,0.36,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,1,7,7,7,8,7,6,6,6,2,30,"English and Comp Lit",6,"","","",3,5,1,"California","91,011","78,704.00",1,6,3,"academics",2,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,2,NA,19.15,21.28,17.02,17.02,12.77,12.77,7,10,8,7,6,9,22.73,13.64,18.18,22.73,11.36,11.36,8,10,6,8,10,NA,NA,NA,NA,NA,0,4,8,7,6,6,7,3,5,2,1,19.05,16.67,19.05,16.67,16.67,11.9,7,10,8,7,10,1,1,3,NA,NA,NA,NA,NA,NA,18.75,18.75,18.75,16.67,14.58,12.5,7,9,8,7,7,9,21.28,12.77,12.77,21.28,12.77,19.15,7,10,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6995",473,8,0,15,2,19,15,9,10,1,14,494,0,0.34,0,30,2,25,25,25,25,0,0,0,8,8,9,6,9,5,6,6,2,34,"Biotechnology",10,"Harbin Medical University, China","","",4,1,1,"Belgium","10,086","",2,6,4,"Clinic Trial",2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,NA,15,20,20,15,15,15,20,15,15,20,15,15,20,20,15,15,15,15,7,9,8,10,7,8,9,9,8,8,1,10,9,10,10,10,9,10,8,0,3,8,9,9,9,9,8,8,9,9,8,8,9,3,3,15,15,20,20,15,15,15,20,20,15,15,15,20,15,15,20,15,15,20,15,15,20,15,15,8,8,8,7,7,7,8,8,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
